OID,TRAFCODE,TRAFAUTH,ROADNAME,ROADNUMBER,YEARMONTH,Shape_Length
-1,10101,נתיבי ישראל, ,7599,202207,561.219446943977459
-1,10101,נתיבי ישראל,HS01,,202207,772.054842002456098
-1,10101,נתיבי ישראל, ,7276,202207,7455.271976741637445
-1,10101,נתיבי ישראל,AL01,,202207,714.244542520907657
-1,10101,נתיבי ישראל,RD08,,202207,1037.016758937985514
-1,10101,נתיבי ישראל,EA02,,202207,454.553984518701100
-1,10101,נתיבי ישראל,RD03,,202207,355.927775425586390
-1,10101,נתיבי ישראל, ,9893,202207,859.169279737572538
-1,10101,נתיבי ישראל, ,3612,202207,6149.317829773764061
-1,10101,נתיבי ישראל,UN03,,202207,729.995624431370743
-1,10101,נתיבי ישראל, ,3522,202207,252.669376022967214
-1,10101,נתיבי ישראל, ,4304,202207,299.487186441368806
-1,10101,נתיבי ישראל,DV05,,202207,408.072574214225483
-1,10101,נתיבי ישראל,DV01,,202207,353.001272743571235
-1,10101,נתיבי ישראל,KN02,,202207,285.693510936260282
-1,10101,נתיבי ישראל, ,25,202207,18476.107574512476276
-1,10101,נתיבי ישראל, ,4246,202207,91.878152845531559
-1,10101,נתיבי ישראל, ,8544,202207,4403.812161191142877
-1,10101,נתיבי ישראל, ,772,202207,4630.174399441669266
-1,10101,נתיבי ישראל,YN01,,202207,755.229985078970003
-1,10101,נתיבי ישראל, ,5050,202207,600.000034572182130
-1,10101,נתיבי ישראל,RZ04,,202207,428.440251433034121
-1,10101,נתיבי ישראל,HZ08,,202207,645.255373178883133
-1,10101,נתיבי ישראל,GE05,,202207,573.264617864357092
-1,10101,נתיבי ישראל,MR06,,202207,645.207251322873049
-1,10101,נתיבי ישראל, ,293,202207,14925.592266081963317
-1,10101,נתיבי ישראל,BN08,,202207,169.385470791104154
-1,10101,נתיבי ישראל, ,3416,202207,82.795832331694285
-1,10101,נתיבי ישראל, ,3525,202207,839.873682547029830
-1,10101,נתיבי ישראל,MS02,,202207,549.295555132326399
-1,10101,נתיבי ישראל, ,8077,202207,4574.039015616872348
-1,10101,נתיבי ישראל, ,2422,202207,4591.471900050595650
-1,10101,נתיבי ישראל, ,9798,202207,1715.652784974591668
-1,10101,נתיבי ישראל,LT04,,202207,622.167106341776616
-1,10101,נתיבי ישראל, ,241,202207,21208.879333618082455
-1,10101,נתיבי ישראל, ,4240,202207,1990.031664759881096
-1,10101,נתיבי ישראל,AD07,,202207,546.639071213373427
-1,10101,נתיבי ישראל,HH01,,202207,747.678139402015631
-1,10101,נתיבי ישראל, ,87,202207,14757.011334627282849
-1,10101,נתיבי ישראל, ,8531,202207,1159.757184769271134
-1,10101,נתיבי ישראל, ,402,202207,1153.748726184931002
-1,10101,נתיבי ישראל, ,2271,202207,3412.984031473311461
-1,10101,נתיבי ישראל,TN04,,202207,528.470518042852063
-1,10101,נתיבי ישראל,HH03,,202207,999.561471702154563
-1,10101,נתיבי ישראל, ,5233,202207,366.445001667420684
-1,10101,נתיבי ישראל,TV03,,202207,248.837547134873404
-1,10101,נתיבי ישראל, ,3341,202207,205.500712324497670
-1,10101,נתיבי ישראל, ,7674,202207,34.753648993631010
-1,10101,נתיבי ישראל, ,6667,202207,2405.394037408628719
-1,10101,נתיבי ישראל, ,38,202207,15777.266866610598299
-1,10101,נתיבי ישראל,TK04,,202207,1657.406013439012895
-1,10101,נתיבי ישראל,AS02,,202207,781.603421962858761
-1,10101,נתיבי ישראל, ,1099,202207,1481.999787649582686
-1,10101,נתיבי ישראל, ,2445,202207,556.451622383161180
-1,10101,נתיבי ישראל,AL05,,202207,175.629486355605223
-1,10101,נתיבי ישראל, ,9115,202207,2109.161736516019118
-1,10101,נתיבי ישראל, ,554,202207,5114.354354120944663
-1,10101,נתיבי ישראל, ,4,202207,11537.105107466339177
-1,10101,נתיבי ישראל, ,4303,202207,743.136197306331951
-1,10101,נתיבי ישראל, ,4,202207,3757.794856106141651
-1,10101,נתיבי ישראל, ,42,202207,5342.698612407009023
-1,10101,נתיבי ישראל,HA09,,202207,179.340213325075013
-1,10101,נתיבי ישראל,HA08,,202207,645.730134330845544
-1,10101,נתיבי ישראל,HA04,,202207,932.675548783837030
-1,10101,נתיבי ישראל,SP05,,202207,909.040002301116942
-1,10101,נתיבי ישראל, ,411,202207,12085.703471147997334
-1,10101,נתיבי ישראל, ,41,202207,4636.151410340318762
-1,10101,נתיבי ישראל, ,40,202207,8140.870978602544710
-1,10101,נתיבי ישראל, ,3,202207,15419.367747763149964
-1,10101,נתיבי ישראל,GE06,,202207,1069.428792808645994
-1,10101,נתיבי ישראל,KA02,,202207,1120.500149937325887
-1,10101,נתיבי ישראל,OK02,,202207,917.161764244813185
-1,10101,נתיבי ישראל, ,508,202207,19202.745248287679715
-1,10101,נתיבי ישראל, ,5051,202207,992.574214041644836
-1,10101,נתיבי ישראל, ,5742,202207,124.576956949600458
-1,10101,נתיבי ישראל, ,398,202207,545.912295770689298
-1,10101,נתיבי ישראל, ,5615,202207,2005.866204978731957
-1,10101,נתיבי ישראל, ,4651,202207,1054.075380505197245
-1,10101,נתיבי ישראל, ,3676,202207,5993.718731792130711
-1,10101,נתיבי ישראל, ,45,202207,3663.459131357244587
-1,10101,נתיבי ישראל, ,5,202207,1913.593103125971993
-1,10101,נתיבי ישראל, ,5850,202207,199.863197510344804
-1,10101,נתיבי ישראל, ,4490,202207,2658.838307699713368
-1,10101,נתיבי ישראל, ,4571,202207,388.890937278647925
-1,10101,נתיבי ישראל, ,3556,202207,2496.153232925376869
-1,10101,נתיבי ישראל, ,5070,202207,1089.037867554946388
-1,10101,נתיבי ישראל, ,4578,202207,2601.229665320636286
-1,10101,נתיבי ישראל, ,3670,202207,3533.302629593458732
-1,10101,נתיבי ישראל, ,4773,202207,911.017109921809947
-1,10101,נתיבי ישראל, ,557,202207,10324.436518656098997
-1,10101,נתיבי ישראל, ,3260,202207,216.473661950525980
-1,10101,נתיבי ישראל, ,4774,202207,1634.343785832837966
-1,10101,נתיבי ישראל, ,4779,202207,69.000042352802595
-1,10101,נתיבי ישראל, ,5502,202207,1118.038181535008789
-1,10101,נתיבי ישראל, ,3568,202207,1095.432232777145146
-1,10101,נתיבי ישראל, ,316,202207,1323.320810285465768
-1,10101,נתיבי ישראל, ,596,202207,8038.783139998357001
-1,10101,נתיבי ישראל, ,555,202207,14588.067136589877919
-1,10101,נתיבי ישראל, ,585,202207,6170.114240861579674
-1,10101,נתיבי ישראל, ,463,202207,13790.441026803622663
-1,10101,נתיבי ישראל, ,4631,202207,1130.229827981333074
-1,10101,נתיבי ישראל, ,5074,202207,1162.969387958380366
-1,10101,נתיבי ישראל, ,3545,202207,2924.890694070883910
-1,10101,נתיבי ישראל, ,4775,202207,9626.992739143972358
-1,10101,נתיבי ישראל, ,463,202207,991.335489002126906
-1,10101,נתיבי ישראל, ,584,202207,615.673326419199384
-1,10101,נתיבי ישראל, ,6538,202207,480.517181440489367
-1,10101,נתיבי ישראל, ,417,202207,5485.847923456680292
-1,10101,נתיבי ישראל, ,35,202207,17075.429058721903857
-1,10101,נתיבי ישראל, ,4462,202207,1081.479536492004399
-1,10101,נתיבי ישראל, ,4574,202207,1184.146578036122492
-1,10101,נתיבי ישראל, ,5062,202207,3001.278089599161831
-1,10101,נתיבי ישראל, ,3177,202207,693.749003288791300
-1,10101,נתיבי ישראל, ,354,202207,939.252827563796700
-1,10101,נתיבי ישראל, ,5055,202207,877.771764333282590
-1,10101,נתיבי ישראל, ,4365,202207,1890.303075386480941
-1,10101,נתיבי ישראל, ,5617,202207,2257.122519224859843
-1,10101,נתיבי ישראל, ,3331,202207,359.893779556281061
-1,10101,נתיבי ישראל, ,4366,202207,1667.945894225063284
-1,10101,נתיבי ישראל, ,5746,202207,1537.697448610405445
-1,10101,נתיבי ישראל, ,4460,202207,2321.143792942316395
-1,10101,נתיבי ישראל, ,3265,202207,1938.197608222811368
-1,10101,נתיבי ישראל, ,5072,202207,5044.675265535061044
-1,10101,נתיבי ישראל, ,449,202207,11005.562925781008744
-1,10101,נתיבי ישראל, ,4460,202207,1388.185107778783504
-1,10101,נתיבי ישראל, ,354,202207,1118.053695368909757
-1,10101,נתיבי ישראל, ,466,202207,5699.862177907453770
-1,10101,נתיבי ישראל, ,4577,202207,490.472321206770403
-1,10101,נתיבי ישראל, ,3696,202207,900.898949876146730
-1,10101,נתיבי ישראל, ,4464,202207,596.644493691845810
-1,10101,נתיבי ישראל, ,3692,202207,1185.825332938077054
-1,10101,נתיבי ישראל, ,3566,202207,308.952023894043919
-1,10101,נתיבי ישראל, ,354,202207,2248.660199726659812
-1,10101,נתיבי ישראל, ,4460,202207,1419.171376817542750
-1,10101,נתיבי ישראל, ,4435,202207,4167.934795671404572
-1,10101,נתיבי ישראל, ,4578,202207,6805.185504757298986
-1,10101,נתיבי ישראל, ,4777,202207,164.186834375403407
-1,10101,נתיבי ישראל, ,4498,202207,3637.989188735938114
-1,10101,נתיבי ישראל, ,585,202207,4601.448790672142422
-1,10101,נתיבי ישראל, ,6259,202207,2357.151139246663661
-1,10101,נתיבי ישראל, ,57,202207,4220.456344711860766
-1,10101,נתיבי ישראל, ,57,202207,1616.649745237157276
-1,10101,נתיבי ישראל, ,60,202305,2244.266196725251575
-1,10101,נתיבי ישראל, ,3517,202207,1174.237795168480488
-1,10101,נתיבי ישראל, ,3330,202207,2454.819249539568318
-1,10101,נתיבי ישראל, ,584,202207,916.962725497337601
-1,70102,שיכון ובינוי - נתי, ,66,202207,123.704580447458284
-1,10101,נתיבי ישראל, ,4468,202207,445.259701520576300
-1,10101,נתיבי ישראל, ,4552,202207,1606.003251166573818
-1,10101,נתיבי ישראל, ,5442,202207,1506.363508170604518
-1,10101,נתיבי ישראל, ,6115,202207,3628.124740107305115
-1,10101,נתיבי ישראל, ,4575,202207,1097.350356887056705
-1,10101,נתיבי ישראל, ,3699,202207,1739.462811565696711
-1,10101,נתיבי ישראל, ,4371,202207,1464.904342364913191
-1,10101,נתיבי ישראל, ,4175,202207,1264.892244011114826
-1,10101,נתיבי ישראל, ,463,202207,3066.057835556327973
-1,10101,נתיבי ישראל, ,455,202207,1288.305503563035700
-1,10101,נתיבי ישראל, ,3554,202207,614.677609154823699
-1,10101,נתיבי ישראל, ,5856,202207,1182.948480466180172
-1,10101,נתיבי ישראל, ,3174,202207,1161.935380876724366
-1,10101,נתיבי ישראל, ,4566,202305,840.633349039438372
-1,10101,נתיבי ישראל, ,4632,202207,176.661023824282893
-1,10101,נתיבי ישראל, ,3262,202207,382.953236488534117
-1,10101,נתיבי ישראל, ,455,202207,3162.848085224782153
-1,10101,נתיבי ישראל, ,5747,202207,1942.691172691198517
-1,10101,נתיבי ישראל, ,3557,202207,468.538382201305126
-1,10101,נתיבי ישראל, ,3333,202207,2984.395375697164582
-1,10101,נתיבי ישראל, ,3672,202207,241.282371662162717
-1,10101,נתיבי ישראל, ,5077,202207,1945.983973168569946
-1,10101,נתיבי ישראל, ,5743,202207,1275.667010006193550
-1,10101,נתיבי ישראל, ,375,202207,4753.084722287992008
-1,10101,נתיבי ישראל, ,3171,202207,2065.201142365890519
-1,10101,נתיבי ישראל, ,4432,202207,1539.765739157516464
-1,10101,נתיבי ישראל, ,4363,202207,1743.161473781005498
-1,10101,נתיבי ישראל, ,50,202207,4644.508663706772495
-1,10101,נתיבי ישראל, ,6614,202207,1016.821606346770295
-1,10101,נתיבי ישראל, ,356,202207,13349.985432189112544
-1,10101,נתיבי ישראל, ,436,202207,7013.833666532605093
-1,10101,נתיבי ישראל, ,5859,202207,4388.161390719472365
-1,10101,נתיבי ישראל, ,354,202207,759.162843897505923
-1,10101,נתיבי ישראל, ,4369,202207,1663.064578356578522
-1,10101,נתיבי ישראל, ,4360,202207,1401.374788319480103
-1,10101,נתיבי ישראל, ,578,202207,23411.924027369946998
-1,10101,נתיבי ישראל, ,5444,202207,719.744488139160694
-1,10101,נתיבי ישראל, ,446,202207,26058.677353423845489
-1,10101,נתיבי ישראל, ,4631,202207,2011.640647597419502
-1,10101,נתיבי ישראל, ,60,202207,26585.472467669398611
-1,10101,נתיבי ישראל, ,4173,202207,347.195161026591052
-1,10101,נתיבי ישראל, ,5487,202207,320.256671585739184
-1,10101,נתיבי ישראל, ,3519,202207,580.202517561971604
-1,10101,נתיבי ישראל, ,369,202207,5192.371056818712532
-1,10101,נתיבי ישראל, ,3176,202207,1020.852651341544174
-1,10101,נתיבי ישראל, ,5486,202207,4814.345501076768414
-1,10101,נתיבי ישראל, ,4364,202207,1289.272972660159212
-1,10101,נתיבי ישראל, ,3549,202207,2774.789764812932390
-1,10101,נתיבי ישראל, ,6612,202207,360.867507146769867
-1,10101,נתיבי ישראל, ,3756,202207,321.124005446948161
-1,10101,נתיבי ישראל, ,317,202207,11230.161166312878777
-1,10101,נתיבי ישראל, ,5573,202207,881.656631772318065
-1,10101,נתיבי ישראל, ,3563,202207,439.465814118077560
-1,10101,נתיבי ישראל, ,4491,202207,7057.206674707092134
-1,10101,נתיבי ישראל, ,5052,202207,300.000015476033013
-1,10101,נתיבי ישראל, ,3754,202207,781.391535951370088
-1,10101,נתיבי ישראל, ,5576,202207,1701.043772454265763
-1,10101,נתיבי ישראל, ,35,202207,1000.278199902334222
-1,10101,נתיבי ישראל, ,5506,202207,799.625104386931639
-1,10101,נתיבי ישראל, ,6118,202207,2331.841428537104548
-1,10101,נתיבי ישראל, ,3755,202207,6045.845608704567894
-1,10101,נתיבי ישראל, ,4776,202207,108.212950772777006
-1,10101,נתיבי ישראל, ,3558,202207,2721.310520148242176
-1,10101,נתיבי ישראל, ,3555,202207,2311.409675339402838
-1,10101,נתיבי ישראל, ,4376,202207,688.495861958616729
-1,10101,נתיבי ישראל, ,4778,202207,1543.873999431765242
-1,10101,נתיבי ישראל, ,3556,202207,518.388253999595463
-1,10101,נתיבי ישראל, ,3518,202207,1093.801875011413358
-1,10101,נתיבי ישראל, ,4502,202207,1059.443670559782731
-1,10101,נתיבי ישראל, ,5570,202207,236.067844679673954
-1,10101,נתיבי ישראל, ,5055,202207,4242.038809485975435
-1,10101,נתיבי ישראל, ,4463,202207,1995.883959880694420
-1,10101,נתיבי ישראל, ,4771,202207,2847.399852153545908
-1,10101,נתיבי ישראל, ,4654,202207,1366.368247782356093
-1,10101,נתיבי ישראל, ,5786,202207,1514.905429023085617
-1,10101,נתיבי ישראל, ,3173,202207,8493.458382026992695
-1,10101,נתיבי ישראל, ,4662,202207,982.681299113200112
-1,10101,נתיבי ישראל, ,5487,202207,733.886905619049003
-1,10101,נתיבי ישראל, ,5079,202207,298.191232489096592
-1,10101,נתיבי ישראל, ,596,202207,6349.598159449884406
-1,10101,נתיבי ישראל, ,398,202207,6374.730341356877034
-1,10101,נתיבי ישראל, ,3254,202207,5542.779156731187868
-1,10101,נתיבי ישראל, ,3511,202207,978.933909360750590
-1,10101,נתיבי ישראל, ,3557,202207,3082.148484178296712
-1,10101,נתיבי ישראל, ,3510,202207,1370.063535876495735
-1,10101,נתיבי ישראל, ,505,202207,6754.856153371147229
-1,10101,נתיבי ישראל, ,5572,202207,672.128416640968908
-1,10101,נתיבי ישראל, ,66,202207,2887.771338278983876
-1,10101,נתיבי ישראל, ,367,202207,10244.688486621633274
-1,10101,נתיבי ישראל, ,4172,202207,1562.023705382442358
-1,10101,נתיבי ישראל, ,5,202207,15529.320929602765318
-1,10101,נתיבי ישראל, ,5054,202207,1641.548810069418323
-1,10101,נתיבי ישראל, ,356,202207,11402.202935638333656
-1,10101,נתיבי ישראל, ,3268,202207,3396.554054864891441
-1,10101,נתיבי ישראל, ,6534,202207,582.338498071536264
-1,10101,נתיבי ישראל, ,584,202305,2004.429567983170955
-1,10101,נתיבי ישראל, ,5858,202207,530.371494671671599
-1,10101,נתיבי ישראל, ,4771,202207,6886.662558522391919
-1,10101,נתיבי ישראל, ,4631,202207,911.819795311581061
-1,10101,נתיבי ישראל, ,90,202207,11155.136918446260097
-1,10101,נתיבי ישראל, ,5744,202207,102.136866679783196
-1,10101,נתיבי ישראל, ,449,202207,1206.180437093191813
-1,10101,נתיבי ישראל, ,5787,202207,4001.901933646009184
-1,10101,נתיבי ישראל, ,5052,202207,3079.312965615727080
-1,10101,נתיבי ישראל, ,5444,202207,2429.158469478956704
-1,10101,נתיבי ישראל, ,5487,202207,635.200910319803484
-1,10101,נתיבי ישראל, ,458,202207,14939.319788333301403
-1,10101,נתיבי ישראל, ,5747,202207,1988.910611151902913
-1,10101,נתיבי ישראל, ,3677,202207,1167.555979775564765
-1,10101,נתיבי ישראל, ,3547,202207,1240.824259731225311
-1,10101,נתיבי ישראל, ,4373,202207,1693.353119856564490
-1,10101,נתיבי ישראל, ,5071,202207,454.927137322976762
-1,10101,נתיבי ישראל, ,6116,202207,614.039930056501134
-1,10101,נתיבי ישראל, ,4561,202207,1847.639509429527834
-1,10101,נתיבי ישראל, ,5444,202207,1438.776699190229010
-1,10101,נתיבי ישראל, ,4437,202207,5937.805078359880099
-1,10101,נתיבי ישראל, ,6535,202207,873.885484833272585
-1,10101,נתיבי ישראל, ,450,202207,19545.354010411479976
-1,10101,נתיבי ישראל, ,3567,202207,1424.750039544537458
-1,10101,נתיבי ישראל, ,3178,202207,1089.217146135373468
-1,10101,נתיבי ישראל, ,5799,202207,745.947969225632164
-1,10101,נתיבי ישראל, ,90,202207,28767.901897799027211
-1,10101,נתיבי ישראל, ,5852,202207,3651.240273756116039
-1,10101,נתיבי ישראל, ,5084,202207,598.528055668975867
-1,10101,נתיבי ישראל, ,6539,202207,2239.704273754069163
-1,10101,נתיבי ישראל, ,3694,202207,314.593731072322385
-1,10101,נתיבי ישראל, ,584,202207,126.254195525995883
-1,10101,נתיבי ישראל, ,3175,202207,7250.004513768662946
-1,10101,נתיבי ישראל, ,5745,202207,1880.919043618708656
-1,10101,נתיבי ישראל, ,5445,202207,1395.303871235532142
-1,10101,נתיבי ישראל, ,5075,202207,2274.196663361437459
-1,10101,נתיבי ישראל, ,5082,202207,1898.568195947376580
-1,10101,נתיבי ישראל, ,6010,202207,14168.662732649279860
-1,10101,נתיבי ישראל, ,6540,202207,253.840000636882110
-1,10101,נתיבי ישראל, ,4460,202207,2671.986717687466808
-1,10101,נתיבי ישראל, ,5441,202207,2535.344466887107501
-1,10101,נתיבי ישראל, ,3565,202207,2690.711442874127442
-1,10101,נתיבי ישראל, ,3264,202207,888.830387064198931
-1,10101,נתיבי ישראל, ,3751,202207,2343.440436694946129
-1,10101,נתיבי ישראל, ,4568,202207,599.332976936054592
-1,10101,נתיבי ישראל, ,458,202207,24553.245371407039784
-1,10101,נתיבי ישראל, ,5577,202207,527.319397256217030
-1,10101,נתיבי ישראל, ,5086,202303,90.866245735594831
-1,10101,נתיבי ישראל, ,457,202207,4579.119340480086976
-1,10101,נתיבי ישראל, ,90,202207,32098.741828999274730
-1,10101,נתיבי ישראל, ,443,202207,369.311745312599783
-1,10101,נתיבי ישראל, ,3516,202207,1970.888039465227621
-1,10101,נתיבי ישראל, ,5053,202207,304.117854669457472
-1,10101,נתיבי ישראל, ,354,202207,1052.285266351861537
-1,10101,נתיבי ישראל, ,5857,202207,1191.627625017919854
-1,10101,נתיבי ישראל, ,5747,202207,3824.956987088454753
-1,10101,נתיבי ישראל, ,6115,202207,516.155695745486014
-1,10101,נתיבי ישראל, ,6255,202207,1092.780929680473037
-1,10101,נתיבי ישראל, ,3569,202207,963.447256218604366
-1,10101,נתיבי ישראל, ,5444,202207,354.559844092679441
-1,10101,נתיבי ישראל, ,4770,202207,2841.382843782938835
-1,10101,נתיבי ישראל, ,6513,202207,2233.880240483544640
-1,10101,נתיבי ישראל, ,4492,202207,1075.772004625003547
-1,10101,נתיבי ישראל, ,4772,202207,301.419454696296555
-1,10101,נתיבי ישראל, ,4576,202207,413.003222996415900
-1,10101,נתיבי ישראל, ,4171,202207,5458.382025247017737
-1,10101,נתיבי ישראל, ,325,202207,5573.078997505994266
-1,10101,נתיבי ישראל, ,4505,202207,3069.163730658460736
-1,10101,נתיבי ישראל, ,5853,202207,267.881214673015961
-1,10101,נתיבי ישראל, ,455,202207,3068.365509805358670
-1,10101,נתיבי ישראל, ,3530,202207,391.193856702807409
-1,10101,נתיבי ישראל, ,3265,202207,2771.817366980998031
-1,10101,נתיבי ישראל, ,3267,202207,2260.949283190879669
-1,10101,נתיבי ישראל, ,3513,202207,2030.932820855312912
-1,10101,נתיבי ישראל, ,4363,202207,126.337787736280390
-1,10101,נתיבי ישראל, ,57,202207,14371.244378828921981
-1,10101,נתיבי ישראל, ,584,202207,524.517005164555599
-1,10101,נתיבי ישראל, ,5066,202207,11201.856332539391587
-1,10101,נתיבי ישראל, ,4507,202207,2635.659617792778135
-1,10101,נתיבי ישראל, ,3551,202207,1917.013739463487582
-1,10101,נתיבי ישראל, ,5447,202207,977.506301690085138
-1,10101,נתיבי ישראל, ,4430,202207,3551.080990515049052
-1,10101,נתיבי ישראל, ,354,202207,1020.121737299140591
-1,10101,נתיבי ישראל, ,6523,202207,3576.755037283776801
-1,10101,נתיבי ישראל, ,5050,202207,1838.672963385123467
-1,10101,נתיבי ישראל, ,5444,202207,2556.308231409208474
-1,10101,נתיבי ישראל, ,4465,202207,2973.289342257807675
-1,10101,נתיבי ישראל, ,3269,202207,1197.288565062648559
-1,10101,נתיבי ישראל, ,4712,202207,2412.452572642698669
-1,10101,נתיבי ישראל, ,3266,202207,938.596785921173478
-1,10101,נתיבי ישראל, ,5571,202207,3521.850181495549805
-1,10101,נתיבי ישראל, ,4460,202207,397.131940894545949
-1,10101,נתיבי ישראל, ,596,202207,3517.824286612439664
-1,10101,נתיבי ישראל, ,437,202207,12350.014548916933563
-1,10101,נתיבי ישראל, ,354,202207,831.358301102604173
-1,10101,נתיבי ישראל, ,6000,202207,865.255719708590618
-1,10101,נתיבי ישראל, ,3564,202207,201.795681025705534
-1,10101,נתיבי ישראל, ,3693,202207,463.847882104538201
-1,10101,נתיבי ישראל, ,5855,202207,746.673707558372712
-1,10101,נתיבי ישראל, ,505,202207,29690.442073092443025
-1,10101,נתיבי ישראל, ,5854,202207,773.765751271898125
-1,10101,נתיבי ישראל, ,60,202207,20795.485264768034540
-1,10101,נתיבי ישראל, ,5056,202207,3614.840401810466119
-1,10101,נתיבי ישראל, ,3512,202207,1041.288024169237588
-1,10101,נתיבי ישראל, ,3758,202207,213.285595925785941
-1,10101,נתיבי ישראל, ,4712,202207,3344.025065815422295
-1,10101,נתיבי ישראל, ,4500,202207,1865.323593572728214
-1,10101,נתיבי ישראל, ,4570,202207,2520.863631348640865
-1,10101,נתיבי ישראל, ,4461,202207,2185.221494951550994
-1,10101,נתיבי ישראל, ,3514,202207,54.087781798119281
-1,10101,נתיבי ישראל, ,585,202207,5918.905850759322675
-1,10101,נתיבי ישראל, ,4551,202207,1331.651557192681821
-1,10101,נתיבי ישראל, ,5575,202207,12798.783254774303714
-1,10101,נתיבי ישראל, ,5747,202207,1808.359969802582555
-1,10101,נתיבי ישראל, ,443,202207,13014.994022886661696
-1,10101,נתיבי ישראל, ,4378,202207,390.563936583453483
-1,10101,נתיבי ישראל, ,3541,202207,957.833214926643109
-1,10101,נתיבי ישראל, ,4367,202207,123.242195607734118
-1,10101,נתיבי ישראל, ,4554,202207,2692.228215439975429
-1,10101,נתיבי ישראל, ,6257,202207,2378.223248688706008
-1,10101,נתיבי ישראל, ,60,202207,23891.778622565714613
-1,10101,נתיבי ישראל, ,5746,202207,1976.415946702338488
-1,10101,נתיבי ישראל, ,4362,202207,852.976146208105888
-1,10101,נתיבי ישראל, ,55,202207,19514.554891435811442
-1,10101,נתיבי ישראל, ,55,202207,3411.237820864245805
-1,10101,נתיבי ישראל,SC03,,202207,159.182699937491606
-1,10101,נתיבי ישראל,ST05,,202207,233.322923525900165
-1,10101,נתיבי ישראל,BH01,,202207,235.167278719713863
-1,10101,נתיבי ישראל,ED01,,202207,1115.681457327170619
-1,10101,נתיבי ישראל,SC04,,202207,171.578752883507406
-1,10101,נתיבי ישראל,SC02,,202207,531.292818394330993
-1,10101,נתיבי ישראל,BK04,,202207,240.089598676086439
-1,10101,נתיבי ישראל,ST02,,202207,198.291485604850493
-1,10101,נתיבי ישראל,BK05,,202207,91.278331475072761
-1,10101,נתיבי ישראל,BK03,,202207,355.700059466711650
-1,10101,נתיבי ישראל,ED04,,202207,777.056089764744456
-1,10101,נתיבי ישראל,ZE02,,202207,807.002046576204179
-1,10101,נתיבי ישראל,BK02,,202207,329.659193585478647
-1,10101,נתיבי ישראל,ED02,,202207,855.888992249568560
-1,10101,נתיבי ישראל,AZ03,,202207,428.849338160060938
-1,10101,נתיבי ישראל,BH02,,202207,567.858258543186480
-1,10101,נתיבי ישראל,ED03,,202207,837.261054586007617
-1,10101,נתיבי ישראל,ST04,,202207,237.902952700886033
-1,10101,נתיבי ישראל,AZ01,,202207,368.256694529926904
-1,10101,נתיבי ישראל,BK01,,202207,269.524493521290481
-1,10101,נתיבי ישראל,AZ02,,202207,383.677375465968737
-1,10101,נתיבי ישראל,ST01,,202207,183.598472981724882
-1,10101,נתיבי ישראל,ED05,,202207,786.034852503226944
-1,10101,נתיבי ישראל,SC01,,202207,256.242764539380289
-1,10101,נתיבי ישראל,ZE04,4177,202207,485.537240086509826
-1,10101,נתיבי ישראל,ZE03,,202207,801.036296632720791
-1,10101,נתיבי ישראל,ST03,,202207,177.551338185733471
-1,10101,נתיבי ישראל,ZE01,,202207,900.000050622601407
-1,10101,נתיבי ישראל, ,6115,202207,27.067383872576958
-1,10101,נתיבי ישראל, ,57,202207,4371.314559458841359
-1,10101,נתיבי ישראל, ,60,202207,3700.675543514404580
-1,10101,נתיבי ישראל, ,3157,202207,6243.370286495030086
-1,10101,נתיבי ישראל, ,4565,202207,328.173470693544971
-1,10101,נתיבי ישראל, ,1,202207,15281.817282904361491
-1,10101,נתיבי ישראל, ,5077,202207,865.561848544568193
-1,10101,נתיבי ישראל, ,4562,202207,393.229422652304834
-1,10101,נתיבי ישראל, ,5508,202207,854.026747519978244
-1,10101,נתיבי ישראל, ,3252,202207,761.229218140038938
-1,10101,נתיבי ישראל, ,6613,202207,198.240618572930430
-1,10101,נתיבי ישראל, ,3697,202207,177.587470848977233
-1,10101,נתיבי ישראל, ,5501,202207,130.515594795647758
-1,10101,נתיבי ישראל, ,5057,202207,83.438836960728167
-1,10101,נתיבי ישראל, ,5059,202207,1303.964587310122397
-1,10101,נתיבי ישראל, ,5088,202207,148.259120384128551
-1,10101,נתיבי ישראל, ,4634,202207,97.030774632482562
-1,10101,נתיבי ישראל, ,3550,202207,133.315132612012945
-1,10101,נתיבי ישראל, ,4506,202207,110.998265357297470
-1,10101,נתיבי ישראל, ,3851,202207,46.255823279084083
-1,10101,נתיבי ישראל, ,4174,202207,103.632439489280088
-1,10101,נתיבי ישראל, ,4176,202207,233.719224445773250
-1,10101,נתיבי ישראל, ,4569,202207,106.453503591400334
-1,10101,נתיבי ישראל, ,3684,202207,138.764400215812998
-1,10101,נתיבי ישראל, ,3679,202207,208.488295163467427
-1,10101,נתיבי ישראל, ,3150,202207,79.411802938344437
-1,10101,נתיבי ישראל, ,3152,202207,308.962603303494518
-1,10101,נתיבי ישראל, ,3673,202207,45.984208377786274
-1,10101,נתיבי ישראל, ,3674,202207,309.350623713549624
-1,10101,נתיבי ישראל, ,3552,202207,61.611027339903423
-1,10101,נתיבי ישראל, ,3165,202207,626.834273285065365
-1,10101,נתיבי ישראל, ,3160,202207,247.482905951977699
-1,10101,נתיבי ישראל, ,3180,202207,84.673549691830203
-1,10101,נתיבי ישראל, ,3822,202207,705.301805239243663
-1,10101,נתיבי ישראל, ,5784,202207,725.870402664995822
